book,day,word,meaning
워드마스터 수능 2000,Day 31,external,외부의
워드마스터 수능 2000,Day 31,herd,짐승의 떼
워드마스터 수능 2000,Day 31,allocate,"할당하다, 배분하다"
워드마스터 수능 2000,Day 31,gorgeous,"아주 멋진, 화려한"
워드마스터 수능 2000,Day 32,confess,고백하다
워드마스터 수능 2000,Day 32,subjective,"주관적인, 주격의"
워드마스터 수능 2000,Day 32,casual,"우연한, 무심결의, 격식을 차리지 않는"
워드마스터 수능 2000,Day 32,acknowledge,인정하다
워드마스터 수능 2000,Day 32,accord,"일치하다, 일치, 협정"
워드마스터 수능 2000,Day 32,immense,막대한
워드마스터 수능 2000,Day 32,extract,"추출하다, 추출물"
워드마스터 수능 2000,Day 32,sewage,하수
워드마스터 수능 2000,Day 32,reconciliation,화해
워드마스터 수능 2000,Day 32,explore,탐험[탐사]하다
워드마스터 수능 2000,Day 32,warrant,"보증, 영장, 보증하다"
워드마스터 수능 2000,Day 32,complement,"보완하다, 보충물"
워드마스터 수능 2000,Day 32,ceramic,"도자기, 도자기의"
워드마스터 수능 2000,Day 32,license,"면허, 인가, 면허[인가]를 내주다"
워드마스터 수능 2000,Day 32,emerge,"나타나다, 드러나다"
워드마스터 수능 2000,Day 32,halt,"정지, 일시 멈춤, 정지하다, 정지시키다"
워드마스터 수능 2000,Day 32,pierce,"꿰뚫다, ~에 구멍을 뚫다"
워드마스터 수능 2000,Day 32,ponder,심사숙고하다
워드마스터 수능 2000,Day 32,burglar,(주거 침입) 강도
워드마스터 수능 2000,Day 32,stroke,"뇌졸중, 강타"
워드마스터 수능 2000,Day 32,lottery,"복권, 추첨"
워드마스터 수능 2000,Day 32,certificate,증명서
워드마스터 수능 2000,Day 32,transplant,"이식, 이식하다"
워드마스터 수능 2000,Day 32,cluster,"무리, (과일·꽃의) 송이, 성단"
워드마스터 수능 2000,Day 32,plea,"탄원, 간청, 변명"
워드마스터 수능 2000,Day 32,derive,"끌어내다, ~에서 비롯되다"
워드마스터 수능 2000,Day 32,plague,전염병
워드마스터 수능 2000,Day 32,ultrasound,초음파
워드마스터 수능 2000,Day 32,deluxe,"호화로운, 사치스러운"
워드마스터 수능 2000,Day 32,convey,"전달하다, 나르다"
워드마스터 수능 2000,Day 32,depth,깊이
워드마스터 수능 2000,Day 32,evaporate,증발하다
워드마스터 수능 2000,Day 32,lame,절름발이의
워드마스터 수능 2000,Day 32,intelligence,"지능, 지성"
워드마스터 수능 2000,Day 32,sour,신맛이 나는
워드마스터 수능 2000,Day 32,repetitive,반복성의
워드마스터 수능 2000,Day 32,oppress,억압하다
워드마스터 수능 2000,Day 32,leftover,"나머지의, 남은, 남은 음식"
워드마스터 수능 2000,Day 32,embrace,"포옹, 포옹하다, 받아들이다"
워드마스터 수능 2000,Day 32,blade,칼날
워드마스터 수능 2000,Day 33,abundant,풍부한
워드마스터 수능 2000,Day 33,duplicate,"복제품, 이중으로 하다, 복제하다"
워드마스터 수능 2000,Day 33,spoil,"망치다, 상하게 하다, 버릇없게 키우다"
워드마스터 수능 2000,Day 33,altitude,"고도, 높이"
워드마스터 수능 2000,Day 33,glimpse,"흘긋 봄, 흘긋 보다, 깨닫다"
워드마스터 수능 2000,Day 33,blend,"혼합, 혼합하다"
워드마스터 수능 2000,Day 33,swell,"부풀다, 팽창"
워드마스터 수능 2000,Day 33,grief,큰 슬픔
워드마스터 수능 2000,Day 33,beverage,음료
워드마스터 수능 2000,Day 33,warrior,용사
워드마스터 수능 2000,Day 33,shrub,관목(灌木)
워드마스터 수능 2000,Day 33,slice,"얇은 조각, 얇게 썰다"
워드마스터 수능 2000,Day 33,exotic,이국적인
워드마스터 수능 2000,Day 33,arrogant,거만한
워드마스터 수능 2000,Day 33,vanish,사라지다
워드마스터 수능 2000,Day 33,outbreak,"(전쟁·질병 등의) 발발, 폭동"
워드마스터 수능 2000,Day 33,predominant,"뛰어난, 우세한"
워드마스터 수능 2000,Day 33,cozy,아늑한
워드마스터 수능 2000,Day 33,recommend,추천하다
워드마스터 수능 2000,Day 33,auction,"경매, 경매에 부치다"
워드마스터 수능 2000,Day 33,obsess,"강박 관념을 갖다, (망상이) 사로잡다"
워드마스터 수능 2000,Day 33,suitor,"소송인, 구혼자"
워드마스터 수능 2000,Day 33,rational,"이성적인, 합리적인"
워드마스터 수능 2000,Day 33,discreet,"분별 있는, 사려 깊은"
워드마스터 수능 2000,Day 33,pioneer,"개척자, 개척자의, 개척하다"
워드마스터 수능 2000,Day 33,assert,"주장하다, 행사하다"
워드마스터 수능 2000,Day 33,undo,"원상태로 돌리다, (매듭을) 풀다"
워드마스터 수능 2000,Day 33,inevitable,피할 수 없는
워드마스터 수능 2000,Day 33,elaborate,"정교한, 공들인"
워드마스터 수능 2000,Day 33,toss,던지다
워드마스터 수능 2000,Day 33,retain,유지[보유]하다
워드마스터 수능 2000,Day 33,maximize,"최대화하다, 최대한으로 활용하다"
워드마스터 수능 2000,Day 33,buildup,축적
워드마스터 수능 2000,Day 33,machinery,(집합적) 기계
워드마스터 수능 2000,Day 33,sacrifice,"희생하다, 희생시키다, 희생, 제물"
워드마스터 수능 2000,Day 33,auditorium,강당
워드마스터 수능 2000,Day 33,linger,"오래 머물다, 계속되다"
워드마스터 수능 2000,Day 33,neglect,"무시하다, 소홀, 무시"
워드마스터 수능 2000,Day 33,feedback,"반응, 피드백"
워드마스터 수능 2000,Day 33,radioactive,방사성의
워드마스터 수능 2000,Day 34,impair,손상시키다
워드마스터 수능 2000,Day 34,metaphor,"은유, 은유법"
워드마스터 수능 2000,Day 34,dispense,"나누어 주다, 내놓다"
워드마스터 수능 2000,Day 34,bruise,"타박상, 멍 타박상을 입히다, 멍들게 하다"
워드마스터 수능 2000,Day 34,attorney,변호사
워드마스터 수능 2000,Day 34,sanitation,위생
워드마스터 수능 2000,Day 34,heredity,"유전, 유전 형질"
워드마스터 수능 2000,Day 34,naive,순진한
워드마스터 수능 2000,Day 34,shed,"떨구다, 흘리다, 발산하다"
워드마스터 수능 2000,Day 34,metropolitan,"수도권의, 대도시의"
워드마스터 수능 2000,Day 34,shield,"방패, 보호물, 보호하다"
워드마스터 수능 2000,Day 34,ecology,생태학
워드마스터 수능 2000,Day 34,record,"기록하다, 녹음하다, 기록, 증언"
워드마스터 수능 2000,Day 34,expel,쫓아내다
워드마스터 수능 2000,Day 34,plow,"쟁기, 쟁기질하다"
워드마스터 수능 2000,Day 34,prolong,연장하다
워드마스터 수능 2000,Day 34,fluent,유창한
워드마스터 수능 2000,Day 34,margin,가장자리
워드마스터 수능 2000,Day 34,induce,"유도하다, 설득하다"
워드마스터 수능 2000,Day 34,interior,"내부, 내부의"
워드마스터 수능 2000,Day 34,ornament,장식 장식하다
워드마스터 수능 2000,Day 34,probe,"조사하다, 탐사선"
워드마스터 수능 2000,Day 34,vibrate,"진동하다, 흔들다"
워드마스터 수능 2000,Day 34,speculate,"사색하다, 투기하다"
워드마스터 수능 2000,Day 34,versus,"~대(對), ~와 대비하여"
워드마스터 수능 2000,Day 34,pregnant,임신한
워드마스터 수능 2000,Day 34,epidemic,"전염병, 유행병"
워드마스터 수능 2000,Day 34,precede,"~에 앞서다, 먼저 일어나다"
워드마스터 수능 2000,Day 34,breathtaking,"아슬아슬한, 숨 막히는"
워드마스터 수능 2000,Day 34,foundation,"기초, 토대, 재단"
워드마스터 수능 2000,Day 34,stimulate,"자극하다, 고무하다"
워드마스터 수능 2000,Day 34,fabric,"구조, 조직, 직물"
워드마스터 수능 2000,Day 34,overturn,"전복시키다, 전복"
워드마스터 수능 2000,Day 34,ripe,익은
워드마스터 수능 2000,Day 34,framework,"뼈대, 틀, 체제"
워드마스터 수능 2000,Day 34,urgent,"긴급한, 다급한"
워드마스터 수능 2000,Day 34,settle,"정착하다, 정착시키다, 결정하다"
워드마스터 수능 2000,Day 34,conflict,"충돌하다, 갈등, 충돌"
워드마스터 수능 2000,Day 34,vapor,"증기, 증발하다"
워드마스터 수능 2000,Day 34,tuition,수업료
워드마스터 수능 2000,Day 35,literature,"문학, 문예, 문헌"
워드마스터 수능 2000,Day 35,loop,고리
워드마스터 수능 2000,Day 35,quote,인용하다
워드마스터 수능 2000,Day 35,inhale,(숨을) 들이쉬다
워드마스터 수능 2000,Day 35,prospect,"가능성, 전망"
워드마스터 수능 2000,Day 35,anchor,"닻, 앵커, 닻을 내리다"
워드마스터 수능 2000,Day 35,reference,"참조, 참고, 언급"
워드마스터 수능 2000,Day 35,compound,"화합물, 합성의, 혼합하다"
워드마스터 수능 2000,Day 35,withstand,견디다
워드마스터 수능 2000,Day 35,implement,"도구, 실행하다"
워드마스터 수능 2000,Day 35,anonymous,익명의
워드마스터 수능 2000,Day 35,collide,충돌하다
워드마스터 수능 2000,Day 35,memorial,"기념물, 기념관"
워드마스터 수능 2000,Day 35,vacant,"빈, 비어 있는"
워드마스터 수능 2000,Day 35,technical,"기술[기법]의, 전문적인"
워드마스터 수능 2000,Day 35,thrill,"스릴, 전율, 감동[흥분]시키다"
워드마스터 수능 2000,Day 35,wander,"(정처 없이) 돌아다니다, 유랑, 방랑"
워드마스터 수능 2000,Day 35,proportion,"비율, 부분"
워드마스터 수능 2000,Day 35,antibiotic,항생 물질
워드마스터 수능 2000,Day 35,overtake,따라잡다
워드마스터 수능 2000,Day 35,resemble,"닮다, 비슷[유사]하다"
워드마스터 수능 2000,Day 35,orchard,과수원
워드마스터 수능 2000,Day 35,compassion,"연민, 동정"
워드마스터 수능 2000,Day 35,preoccupation,"몰두, 집착, 선취"
워드마스터 수능 2000,Day 35,paste,"풀, 반죽, 풀칠하다, 붙이다"
워드마스터 수능 2000,Day 35,provoke,"선동하다, 자극하다"
워드마스터 수능 2000,Day 35,wicked,사악한
워드마스터 수능 2000,Day 35,sprain,(발목·손목 등을) 삐다
워드마스터 수능 2000,Day 35,sequence,"순서, 결과, 연속"
워드마스터 수능 2000,Day 35,stool,"(등받이가 없는) 의자, 변기"
워드마스터 수능 2000,Day 35,disrupt,"~을 혼란에 빠뜨리다, 방해하다"
워드마스터 수능 2000,Day 35,solitary,"혼자의, 외로운, 고독한"
워드마스터 수능 2000,Day 35,bury,파묻다
워드마스터 수능 2000,Day 35,rust,"녹, 녹슬다, 녹이 슬게 하다"
워드마스터 수능 2000,Day 35,fad,일시적 유행
워드마스터 수능 2000,Day 35,referee,심판하다
워드마스터 수능 2000,Day 35,sector,"분야, 지역, 부채꼴"
워드마스터 수능 2000,Day 35,boost,"상승, 밀어올림, 밀어올리다, (생산량을) 증가하다"
워드마스터 수능 2000,Day 35,gymnastics,"체육, 체조"
워드마스터 수능 2000,Day 35,gross,"엄청난, 총합의, 총합, ~의 총이익을 올리다"
워드마스터 수능 2000,Day 36,last,"계속하다, 끈기"
워드마스터 수능 2000,Day 36,tariff,"관세, 관세를 부과하다"
워드마스터 수능 2000,Day 36,beloved,사랑스러운
워드마스터 수능 2000,Day 36,lyric,"노래 가사, 서정시, 서정적인"
워드마스터 수능 2000,Day 36,yeast,"효모, 발효하다"
워드마스터 수능 2000,Day 36,skyscraper,"마천루, 고층 건물"
워드마스터 수능 2000,Day 36,inquire,"묻다, 조사하다"
워드마스터 수능 2000,Day 36,spade,삽
워드마스터 수능 2000,Day 36,vacuum,"진공, 진공청소기, 진공청소기로 청소하다"
워드마스터 수능 2000,Day 36,migrate,"이동하다, 이주하다"
워드마스터 수능 2000,Day 36,spectacle,광경
워드마스터 수능 2000,Day 36,surplus,"과잉, 나머지, 과잉의, 나머지의"
워드마스터 수능 2000,Day 36,simulate,"가장하다, 모의 실험[훈련]하다"
워드마스터 수능 2000,Day 36,integration,"통합, (수학) 적분"
워드마스터 수능 2000,Day 36,hypothesis,가설(假設)
워드마스터 수능 2000,Day 36,affirm,단언하다
워드마스터 수능 2000,Day 36,fortress,(대규모의) 요새
워드마스터 수능 2000,Day 36,reed,"갈대, 갈대의"
워드마스터 수능 2000,Day 36,cue,"단서, 신호"
워드마스터 수능 2000,Day 36,mole,"사마귀, 점"
워드마스터 수능 2000,Day 36,divide,"나누다, 분리하다, 분할"
워드마스터 수능 2000,Day 36,inborn,타고난
워드마스터 수능 2000,Day 36,overlap,"겹치다, 중복"
워드마스터 수능 2000,Day 36,fatigue,"피로, 피곤하게 하다"
워드마스터 수능 2000,Day 36,clone,"복제 생물, 클론, 복제하다"
워드마스터 수능 2000,Day 36,peel,"~의 껍질을 벗기다, 껍질"
워드마스터 수능 2000,Day 36,ease,"진정시키다, 편함, 용이함"
워드마스터 수능 2000,Day 36,overcome,"압도하다, 극복하다"
워드마스터 수능 2000,Day 36,fund,"기금, 자금을 제공하다"
워드마스터 수능 2000,Day 36,bias,편견
워드마스터 수능 2000,Day 36,vaccine,"백신, (컴퓨터) 바이러스 예방 프로그램"
워드마스터 수능 2000,Day 36,tread,"밟다, 걷다"
워드마스터 수능 2000,Day 36,vomit,토하다
워드마스터 수능 2000,Day 36,prophecy,예언
워드마스터 수능 2000,Day 36,correspond,"일치하다, 서신 왕래하다"
워드마스터 수능 2000,Day 36,cling,"달라붙다, 집착하다"
워드마스터 수능 2000,Day 36,mutation,"돌연변이, 변화"
워드마스터 수능 2000,Day 36,obscure,"불분명한, 이해하기 어려운, 무명의"
워드마스터 수능 2000,Day 36,tyrant,"폭군, 전제 군주"
워드마스터 수능 2000,Day 36,odd,"이상한, 홀수의"
워드마스터 수능 2000,Day 37,intriguing,아주 흥미로운
워드마스터 수능 2000,Day 37,restrain,"억제하다, 구속하다"
워드마스터 수능 2000,Day 37,bundle,"묶음, 꾸러미"
워드마스터 수능 2000,Day 37,enclose,"동봉하다, 에워싸다"
워드마스터 수능 2000,Day 37,insert,삽입하다
워드마스터 수능 2000,Day 37,keen,"날카로운, 예민한"
워드마스터 수능 2000,Day 37,constrict,"죄다, 위축시키다"
워드마스터 수능 2000,Day 37,aid,"돕다, 도움, 조력"
워드마스터 수능 2000,Day 37,reputation,"평판, 명성"
워드마스터 수능 2000,Day 37,measurement,"측정, 측량, 치수"
워드마스터 수능 2000,Day 37,originate,"시작되다, 비롯하다"
워드마스터 수능 2000,Day 37,flour,밀가루
워드마스터 수능 2000,Day 37,manipulate,"조종하다, 조작하다"
워드마스터 수능 2000,Day 37,experiment,"실험, 실험하다"
워드마스터 수능 2000,Day 37,patriot,애국자
워드마스터 수능 2000,Day 37,interchange,"교환, 교차점(I.C.), 교환하다"
워드마스터 수능 2000,Day 37,intuitive,"직관적인, 직관에 의한"
워드마스터 수능 2000,Day 37,garment,의복
워드마스터 수능 2000,Day 37,spontaneous,"자발적인, 자연히 일어나는"
워드마스터 수능 2000,Day 37,vertical,수직의
워드마스터 수능 2000,Day 37,testify,"검증하다, 증명하다, 증언하다"
워드마스터 수능 2000,Day 37,mentor,조언자
워드마스터 수능 2000,Day 37,vivid,생생한
워드마스터 수능 2000,Day 37,pasture,"목초지, 목장"
워드마스터 수능 2000,Day 37,crust,"껍질, 지각"
워드마스터 수능 2000,Day 37,comprehend,"이해하다, 포함하다"
워드마스터 수능 2000,Day 37,plunge,"뛰어들다, 던져 넣다"
워드마스터 수능 2000,Day 37,nasty,"더러운, 불쾌한"
워드마스터 수능 2000,Day 37,appreciate,"이해하다, 감상하다, 고맙게 생각하다"
워드마스터 수능 2000,Day 37,emigrate,(타국으로) 이주하다
워드마스터 수능 2000,Day 37,deed,"행위, 업적"
워드마스터 수능 2000,Day 37,skinny,"피골이 상접한, 마른"
워드마스터 수능 2000,Day 37,grill,"석쇠, 석쇠로 굽다, 심문하다"
워드마스터 수능 2000,Day 37,canal,"수로, 운하"
워드마스터 수능 2000,Day 37,curse,"저주, 저주하다"
워드마스터 수능 2000,Day 37,adverse,"거스르는, 반대의, 부정적인"
워드마스터 수능 2000,Day 37,censorship,검열
워드마스터 수능 2000,Day 37,forehead,이마
워드마스터 수능 2000,Day 37,appetite,"식욕, 욕망, 욕구"
워드마스터 수능 2000,Day 37,flaw,"결점, 흠"
워드마스터 수능 2000,Day 38,outgoing,외향적인
워드마스터 수능 2000,Day 38,verbal,"말의, 구두(口頭)의"
워드마스터 수능 2000,Day 38,liberate,"해방시키다, 자유롭게 하다"
워드마스터 수능 2000,Day 38,segregation,"인종 차별, 분리"
워드마스터 수능 2000,Day 38,advance,"나아가게 하다, 진척시키다, 전진, 증진"
워드마스터 수능 2000,Day 38,contemplate,"~을 숙고하다, 응시하다"
워드마스터 수능 2000,Day 38,underlying,"밑에 놓인, 기초를 이루는"
워드마스터 수능 2000,Day 38,academic,"학문적인, 학구적인"
워드마스터 수능 2000,Day 38,stem,"생기다, 일어나다, 줄기, 대"
워드마스터 수능 2000,Day 38,irrigation,관개
워드마스터 수능 2000,Day 38,consecutive,"연속적인, 일관된"
워드마스터 수능 2000,Day 38,superficial,"표면상의, 피상적인"
워드마스터 수능 2000,Day 38,refuge,"피난, 피난처, 위안"
워드마스터 수능 2000,Day 38,swear,"맹세하다, 욕하다"
워드마스터 수능 2000,Day 38,allergy,알레르기
워드마스터 수능 2000,Day 38,norm,"규범, 기준, 표준"
워드마스터 수능 2000,Day 38,endeavor,"노력, 노력하다"
워드마스터 수능 2000,Day 38,erect,"세우다, 똑바로 선"
워드마스터 수능 2000,Day 38,feminine,"여성의, 여성스러운"
워드마스터 수능 2000,Day 38,drowsy,졸리는
워드마스터 수능 2000,Day 38,inspect,"검사하다, 점검하다"
워드마스터 수능 2000,Day 38,carriage,"마차, 탈것"
워드마스터 수능 2000,Day 38,primitive,"원시의, 초기의, 미개의"
워드마스터 수능 2000,Day 38,compress,압축하다
워드마스터 수능 2000,Day 38,govern,"통치하다, 지배[좌우]하다"
워드마스터 수능 2000,Day 38,cemetery,공동묘지
워드마스터 수능 2000,Day 38,shatter,"산산이 부서지다, 파편"
워드마스터 수능 2000,Day 38,exaggerate,"과장하다, 과장해서 말하다"
워드마스터 수능 2000,Day 38,random,"무작위의, 임의의"
워드마스터 수능 2000,Day 38,feast,"즐겁게[기쁘게] 하다, 축제(일), 잔치"
워드마스터 수능 2000,Day 38,commemorate,기념하다
워드마스터 수능 2000,Day 38,steep,"가파른, 경사가 급한"
워드마스터 수능 2000,Day 38,multitask,다중작업을 하다
워드마스터 수능 2000,Day 38,toxic,"유독한, 중독의"
워드마스터 수능 2000,Day 38,stare,"응시하다, 노려보다"
워드마스터 수능 2000,Day 38,chronic,"만성적인, 장기간의"
워드마스터 수능 2000,Day 38,designate,"지정하다, 가리키다"
워드마스터 수능 2000,Day 38,dramatic,"연극의, 극적인"
워드마스터 수능 2000,Day 38,intense,강렬한
워드마스터 수능 2000,Day 38,propaganda,"선전 활동, 선전"
워드마스터 수능 2000,Day 39,numerous,"다수의, 수많은"
워드마스터 수능 2000,Day 39,shiver,떨다
워드마스터 수능 2000,Day 39,retarded,(정서·지능·학력) 발달이 뒤진
워드마스터 수능 2000,Day 39,ongoing,"계속되는, 진행 중인"
워드마스터 수능 2000,Day 39,mention,"언급하다, 언급"
워드마스터 수능 2000,Day 39,executive,"집행의, 경영의 임원, 경영진"
워드마스터 수능 2000,Day 39,chaos,"혼돈, 무질서"
워드마스터 수능 2000,Day 39,microscope,현미경
워드마스터 수능 2000,Day 39,belonging,"소유물, 소지품"
워드마스터 수능 2000,Day 39,vulnerable,"취약한, 상처 입기 쉬운"
워드마스터 수능 2000,Day 39,implication,"함축, 암시"
워드마스터 수능 2000,Day 39,alley,"오솔길, 골목길"
워드마스터 수능 2000,Day 39,authentic,"진짜의, 진정한"
워드마스터 수능 2000,Day 39,compel,"강요하다, ~하게 만들다"
워드마스터 수능 2000,Day 39,transition,"변천, 과도기"
워드마스터 수능 2000,Day 39,index,"지수, 색인"
워드마스터 수능 2000,Day 39,incline,"내키게 하다, 기울이다, 경사"
워드마스터 수능 2000,Day 39,attain,달성하다
워드마스터 수능 2000,Day 39,innate,"천부적인, 본질적인"
워드마스터 수능 2000,Day 39,ingenuity,"솜씨, 독창력"
워드마스터 수능 2000,Day 39,upset,"마음이 상한, 당황한 뒤엎다, 전복, 혼란"
워드마스터 수능 2000,Day 39,stretch,"늘이다, 뻗다, 신축성"
워드마스터 수능 2000,Day 39,seize,"붙잡다, 이해하다"
워드마스터 수능 2000,Day 39,screw,"나사, 나사로 고정하다"
워드마스터 수능 2000,Day 39,savage,"야만적인, 잔인한, 야만인"
워드마스터 수능 2000,Day 39,province,"지방, (광역 행정 구역으로서의) 도, 분야"
워드마스터 수능 2000,Day 39,coordinate,"조정하다, 동등한"
워드마스터 수능 2000,Day 39,deficient,"부족한, 불완전한"
워드마스터 수능 2000,Day 39,privilege,"특권, 특권을 주다"
워드마스터 수능 2000,Day 39,preview,"미리 보기, 예고편, 시사회"
워드마스터 수능 2000,Day 39,equivalent,"동등한, 상당하는"
워드마스터 수능 2000,Day 39,shelter,"피난하다, 보호하다, 피난처"
워드마스터 수능 2000,Day 39,throughout,"(장소의) 도처에, (시간의) 처음부터 끝까지"
워드마스터 수능 2000,Day 39,outlaw,"금지하다, 법적으로 무효화하다, 무법자"
워드마스터 수능 2000,Day 39,squeeze,짜내다
워드마스터 수능 2000,Day 39,breakthrough,"비약적 발전, 돌파구"
워드마스터 수능 2000,Day 39,consent,"동의, 허락, 동의하다"
워드마스터 수능 2000,Day 39,orphan,고아
워드마스터 수능 2000,Day 39,negotiate,협상하다
워드마스터 수능 2000,Day 39,nuisance,"귀찮은 사람, 성가신 것"
워드마스터 수능 2000,Day 40,recipe,"조리법, 비법"
워드마스터 수능 2000,Day 40,deceive,속이다
워드마스터 수능 2000,Day 40,sweep,"휩쓸다, 청소하다"
워드마스터 수능 2000,Day 40,profile,"옆모습, 인물 소개"
워드마스터 수능 2000,Day 40,enterprise,"기업, 사업"
워드마스터 수능 2000,Day 40,successive,"연속되는, 상속의"
워드마스터 수능 2000,Day 40,paradox,"역설, 패러독스"
워드마스터 수능 2000,Day 40,surpass,능가하다
워드마스터 수능 2000,Day 40,correlation,"상관관계, 상호 관련"
워드마스터 수능 2000,Day 40,magnitude,"거대함, 중요성, (지진) 진도"
워드마스터 수능 2000,Day 40,aesthetics,미학
워드마스터 수능 2000,Day 40,earnest,"진지한, 진심"
워드마스터 수능 2000,Day 40,tremble,떨다
워드마스터 수능 2000,Day 40,slaughter,"도살하다, 도살, 대학살"
워드마스터 수능 2000,Day 40,surrender,"넘겨주다, 포기하다, 항복하다"
워드마스터 수능 2000,Day 40,philosophy,철학
워드마스터 수능 2000,Day 40,deplete,"고갈시키다, 격감시키다"
워드마스터 수능 2000,Day 40,admire,"감탄하다, 존경하다"
워드마스터 수능 2000,Day 40,starvation,"아사, 기아, 궁핍"
워드마스터 수능 2000,Day 40,summon,"소집하다, 소환하다"
워드마스터 수능 2000,Day 40,afford,~할 여유가 있다
워드마스터 수능 2000,Day 40,blunt,"무뚝뚝한, 퉁명스러운, 둔감한, 무딘"
워드마스터 수능 2000,Day 40,sprint,"단거리 경주, 전력 질주, 전력 질주하다"
워드마스터 수능 2000,Day 40,passerby,"통행인, 지나가는 사람"
워드마스터 수능 2000,Day 40,tense,"팽팽한, 긴장한, 긴장시키다"
워드마스터 수능 2000,Day 40,boil,"끓다, 삶다"
워드마스터 수능 2000,Day 40,timber,목재
워드마스터 수능 2000,Day 40,collaborate,협력하다
워드마스터 수능 2000,Day 40,stance,"서 있는 자세, 태도"
워드마스터 수능 2000,Day 40,blow,"불다, 바람에 날리다"
워드마스터 수능 2000,Day 40,ballot,"투표, 투표용지, 투표하다"
워드마스터 수능 2000,Day 40,division,"분할, 나누기, (대학의) 학부, (군대) 사단"
워드마스터 수능 2000,Day 40,acquaintance,"아는 사이, 교제"
워드마스터 수능 2000,Day 40,amplify,"확대하다, 증폭시키다"
워드마스터 수능 2000,Day 40,contradict,"부정하다, 반박하다, 모순되다"
워드마스터 수능 2000,Day 40,burst,"터뜨리다, 파열, 폭발"
워드마스터 수능 2000,Day 40,cast,"내던지다, (빛을) 발하다"
워드마스터 수능 2000,Day 40,falsify,잘못을 입증하다
워드마스터 수능 2000,Day 40,psychic,"초능력이 있는, 초자연적인, 무당, 영매"
워드마스터 수능 2000,Day 40,paddle,"노, 노를 젓다"
워드마스터 수능 2000,Day 41,steer,"조종하다, 인도하다"
워드마스터 수능 2000,Day 41,affection,"애정, 감정"
워드마스터 수능 2000,Day 41,bid,"말하다, 명령하다, 입찰하다, 입찰"
워드마스터 수능 2000,Day 41,compost,"혼합물, 퇴비"
워드마스터 수능 2000,Day 41,temperament,"기질, 성질"
워드마스터 수능 2000,Day 41,rent,"임대하다, 집세"
워드마스터 수능 2000,Day 41,shred,"갈기갈기 찢다, 째다"
워드마스터 수능 2000,Day 41,unpredictable,예측할 수 없는
워드마스터 수능 2000,Day 41,tribute,"감사[존경]의 표시, 증정물, 진상품, 조세"
워드마스터 수능 2000,Day 41,artery,"동맥, 간선 도로"
워드마스터 수능 2000,Day 41,inherent,"내재하는, 타고난, 고유의"
워드마스터 수능 2000,Day 41,harass,"괴롭히다, 희롱하다, 침략하다"
워드마스터 수능 2000,Day 41,narrative,"(실제의) 이야기, 서술 이야기의"
워드마스터 수능 2000,Day 41,assemble,"모으다, 조립하다, 소집하다"
워드마스터 수능 2000,Day 41,spike,"대못, 대못을 박다"
워드마스터 수능 2000,Day 41,sneak,"살금살금 움직이다, 몰래 움직이다"
워드마스터 수능 2000,Day 41,sophisticated,"세련된, 정교한"
워드마스터 수능 2000,Day 41,handle,다루다
워드마스터 수능 2000,Day 41,enlightenment,"계몽, 개화, 깨달음"
워드마스터 수능 2000,Day 41,cosmetic,"화장품, 미용의"
워드마스터 수능 2000,Day 41,gracious,"상냥한, 우아한"
워드마스터 수능 2000,Day 41,aspire,"열망하다, 동경하다"
워드마스터 수능 2000,Day 41,obstruct,"막다, 방해하다"
워드마스터 수능 2000,Day 41,patrol,"순찰, 순찰병, 순찰하다"
워드마스터 수능 2000,Day 41,accelerate,"가속하다, 촉진하다"
워드마스터 수능 2000,Day 41,heatstroke,"일사병, 열사병"
워드마스터 수능 2000,Day 41,oval,"달걀 모양의, 타원형의, 타원체"
워드마스터 수능 2000,Day 41,veteran,"경험이 많은, 베테랑, 퇴역 군인"
워드마스터 수능 2000,Day 41,trail,"오솔길, 자국"
워드마스터 수능 2000,Day 41,vocation,"직업, 천직"
워드마스터 수능 2000,Day 41,vegetarian,"채식주의자, 채식주의자의, 채식의"
워드마스터 수능 2000,Day 41,decode,(암호를) 해독하다
워드마스터 수능 2000,Day 41,fellow,"사나이, 동료, 동료의"
워드마스터 수능 2000,Day 41,mandate,"명령하다, 위임하다"
워드마스터 수능 2000,Day 41,perish,"죽다, 소멸하다"
워드마스터 수능 2000,Day 41,inseparable,"불가분의, 떼어 낼 수 없는"
워드마스터 수능 2000,Day 41,domain,"영역, 영토, 분야"
워드마스터 수능 2000,Day 41,statesman,정치가
워드마스터 수능 2000,Day 41,connotation,"함축, 내포"
워드마스터 수능 2000,Day 41,stereotype,"인습, 고정관념, 연판 인쇄"
워드마스터 수능 2000,Day 42,hollow,"속이 빈, 오목한, 움푹한 곳"
워드마스터 수능 2000,Day 42,structural,"구조(상)의, 조직(상)의"
워드마스터 수능 2000,Day 42,mortgage,"저당, 주택 융자, (담보) 대출"
워드마스터 수능 2000,Day 42,inject,"주사하다, 도입하다"
워드마스터 수능 2000,Day 42,crisis,"위기, 중대 국면"
워드마스터 수능 2000,Day 42,latter,"나중 쪽의, 후자의"
워드마스터 수능 2000,Day 42,illuminate,"밝게 비추다, 계몽하다, 설명하다"
워드마스터 수능 2000,Day 42,mimic,"모방하다, 흉내를 잘 내는, 모조의"
워드마스터 수능 2000,Day 42,unearth,"발굴하다, 발견하다"
워드마스터 수능 2000,Day 42,wail,"울부짖다, 울부짖음"
